user_id,genres,year,Horas jugadas
_Minja,Action-Massively Multiplayer-Simulation,2011,0
_Minja,Action-Simulation-Strategy,2011,0
_Minja,Adventure-Casual-Indie-Strategy,2013,0
_Minja,Adventure-Indie,2009,0
_Minja,Adventure-Indie,2012,6
_Minja,Adventure-Indie-Simulation,2013,0
_Minja,Casual-RPG,2014,0
_Minja,Casual-Sports,2013,335
_Minja,Free to Play-Racing-Simulation-Sports,2013,0
_Minja,Free to Play-Strategy,2016,0
_Minja,Indie-Casual,2011,0
_Minja,Indie-RPG-Strategy,2013,0
_Minja,Indie-Simulation,2011,4
_Minja,Indie-Simulation-Strategy,2012,2357
_Minja,Racing,2007,0
_Minja,Racing,2008,0
_Minja,Simulation-Strategy,2009,0
_Minja,Simulation-Strategy,2011,0
_Minja,Strategy,2004,12
_Minja,Strategy,2006,328
_Minja,Strategy,2009,5189
_Minja,Strategy,2010,6775
_Mute,Action,2011,172
_Mute,Action,2012,249
_Mute,Action-Adventure,2011,1765
_Mute,Action-Adventure-Casual-Free to Play-Indie,2017,0
_Mute,Action-Adventure-Indie-RPG,2011,1
_Mute,Action-RPG,2012,1506
_Mute,Free to Play-Massively Multiplayer-RPG,2013,0
_Spanky_,Action,2012,7520
_Spanky_,Action,2014,9
_Spanky_,Action-Adventure,2013,538
_Spanky_,Action-Adventure-Casual-Free to Play-Indie,2017,6148
_Spanky_,Action-Adventure-Indie,2013,0
_Spanky_,Action-Free to Play,2015,10
_Spanky_,Action-Free to Play-Indie,2011,761
_Spanky_,Action-Free to Play-Massively Multiplayer,2014,0
_Spanky_,Action-Simulation-Strategy,2010,246
_Spanky_,Action-Simulation-Strategy,2013,1
_Spanky_,Adventure-Casual-Indie,2014,54
_Spanky_,Free to Play-Indie-Massively Multiplayer-RPG-Simulation-Strategy,2016,0
_Spanky_,RPG-Strategy,2003,0
_TheMinx,Action-Adventure-Casual-Free to Play-Indie,2017,2
_TheMinx,Action-Adventure-Free to Play-Indie,2014,4
_TheMinx,Action-Casual-Free to Play-Massively Multiplayer,2014,5
_TheMinx,Free to Play-Indie-Massively Multiplayer,2015,0
001002130882,Action,2012,27029
001002130882,Action-Adventure-Casual-Free to Play-Indie,2017,217
00810cccyyykkk,Action,2012,2651
00810cccyyykkk,Action-Free to Play,2013,0
00810cccyyykkk,Action-Free to Play-Indie,2014,196
00810cccyyykkk,Action-Free to Play-Massively Multiplayer,2012,0
00810cccyyykkk,Action-Free to Play-Massively Multiplayer-RPG,2014,0
00810cccyyykkk,Indie-Strategy,2011,0
00nana,Action,2009,133
00nana,Action-Adventure-Casual-Free to Play-Indie,2017,1
00nana,Action-Adventure-Casual-Free to Play-Massively Multiplayer-RPG,2014,0
00nana,Action-Adventure-Indie-RPG,2011,239
00nana,Action-Free to Play,2013,0
00nana,Action-Free to Play-Indie,2011,0
00nana,Action-Free to Play-Indie-Strategy,2012,106
010195345,Action-Free to Play,2013,0
0102705195,Action-Adventure-Casual-Free to Play-Massively Multiplayer-RPG,2015,0
0102705195,Action-Free to Play,2012,3
01120477677,Action,2004,7
01120477677,Action,2009,392
01120477677,Action,2017,6
01120477677,Action-Adventure-Casual-Free to Play-Massively Multiplayer-RPG,2015,201
01120477677,Action-Adventure-Casual-Indie-RPG,2012,411
01120477677,Action-Adventure-Casual-Indie-RPG-Strategy,2009,18
01120477677,Action-Adventure-Casual-RPG,2010,4
01120477677,Action-Adventure-Free to Play-Indie,2014,41
01120477677,Action-Adventure-Indie-RPG,2011,38
01120477677,Action-Casual-Free to Play,2013,0
01120477677,Action-Casual-Indie-Racing-Sports,2016,70
01120477677,Action-Free to Play,2015,32
01120477677,Action-Free to Play-Indie-RPG-Strategy,2017,45
01120477677,Action-Free to Play-Massively Multiplayer,2012,3913
01120477677,Action-Free to Play-Strategy,2017,0
01120477677,Action-Indie-Racing-Sports,2015,3434
01120477677,Action-RPG,2011,662
01120477677,Action-RPG,2012,1301
01120477677,Adventure-Casual-Free to Play-Indie-RPG-Simulation-Strategy,2015,481
01120477677,Free to Play-Massively Multiplayer-RPG,2013,1656
01120477677,Racing-Sports,2013,236
025652,Action-Adventure-Free to Play-RPG-Simulation,2015,33
0402593613,Action-Adventure-Casual-Free to Play-Indie,2017,5
0402593613,Action-Adventure-Indie-RPG,2011,1829
0402593613,Action-Free to Play,2013,315
0402593613,Action-RPG,2008,2926
05zhehan,Action,2009,1251
05zhehan,Action-Adventure-Casual-Free to Play-Indie,2017,129
05zhehan,Action-Adventure-Indie-RPG,2011,1760
05zhehan,Action-Free to Play,2012,38
05zhehan,Action-Free to Play,2015,883
05zhehan,Action-Free to Play-Indie,2014,204
05zhehan,Action-Free to Play-Massively Multiplayer,2012,11
05zhehan,Action-Free to Play-Massively Multiplayer-Simulation,2013,0
05zhehan,Action-Simulation,2009,0
05zhehan,Adventure-Casual-Free to Play-Indie-RPG-Simulation-Strategy,2015,551
05zhehan,Simulation,2008,229
0854029092,Action,2012,100
0898786879898,Action,2009,1023
0898786879898,Action-Indie,2012,5125
0898786879898,Action-Indie-Strategy,2012,456
09876543231,Action,2009,5748
09876543231,Action,2011,0
09876543231,Action,2012,384
09876543231,Action,2013,1146
09876543231,Action,2014,417
09876543231,Action-Adventure-Casual-Free to Play-Indie,2017,930
09876543231,Action-Adventure-Free to Play-Indie,2014,144
09876543231,Action-Adventure-Indie,2003,920
09876543231,Action-Adventure-Indie-Racing,2014,84
09876543231,Action-Adventure-Indie-RPG,2011,4351
09876543231,Action-Adventure-Indie-Simulation-Early Access,2014,86
09876543231,Action-Free to Play-Indie-Massively Multiplayer,2016,17
09876543231,Action-Indie-Simulation,2014,235
09876543231,Action-Massively Multiplayer-Simulation,2011,1
09876543231,Casual-Sports,2013,459
09876543231,Indie,2013,460
0fficiaIfIaw,Action,2009,7
0fficiaIfIaw,Action,2012,31111
0fficiaIfIaw,Action-Adventure-Free to Play-Massively Multiplayer-RPG,2013,127
0fficiaIfIaw,Action-Casual-Free to Play-Indie-RPG,2015,1
0fficiaIfIaw,Action-Casual-Free to Play-Massively Multiplayer-Sports,2015,3
0fficiaIfIaw,Action-Free to Play,2012,1
0fficiaIfIaw,Action-Free to Play,2013,2
0fficiaIfIaw,Action-Free to Play-Indie,2014,1
0fficiaIfIaw,Action-Free to Play-Massively Multiplayer,2012,0
0fficiaIfIaw,Action-Free to Play-Massively Multiplayer-RPG,2012,1
0fficiaIfIaw,Action-Indie,2014,1
0fficiaIfIaw,Adventure-Casual-Free to Play-Indie-RPG-Simulation-Strategy,2015,1050
0fficiaIfIaw,Adventure-Casual-Free to Play-Massively Multiplayer-RPG,2014,0
0fficiaIfIaw,Free to Play-Massively Multiplayer-RPG,2003,0
0fficiaIfIaw,Free to Play-Massively Multiplayer-RPG,2013,0
0fficiaIfIaw,Free to Play-Massively Multiplayer-Strategy,2012,0
0fficiaIfIaw,Free to Play-RPG-Strategy,2015,1
1000000sdsd,Action,2009,960
1000000sdsd,Action,2012,29036
1000000sdsd,Action-Adventure-Casual-Free to Play-Indie,2017,1366
1000000sdsd,Action-Adventure-Casual-Free to Play-Massively Multiplayer-RPG,2015,0
1000000sdsd,Action-Adventure-Free to Play-Massively Multiplayer-RPG,2013,15272
1000000sdsd,Action-Adventure-Indie,2013,246
1000000sdsd,Action-Free to Play,2012,91
1000000sdsd,Action-Free to Play,2013,25511
1000000sdsd,Action-Free to Play-Indie,2014,126
1000000sdsd,Action-Free to Play-Indie,2017,8
1000000sdsd,Action-Free to Play-Indie-Massively Multiplayer,2016,223
1000000sdsd,Action-Free to Play-Indie-Massively Multiplayer-RPG,2014,0
1000000sdsd,Action-Free to Play-Indie-Massively Multiplayer-RPG-Simulation,2017,5582
1000000sdsd,Action-Free to Play-Massively Multiplayer-Simulation-Strategy,2015,0
1000000sdsd,Action-Simulation,2013,995
1000000sdsd,Adventure-Free to Play-Massively Multiplayer-RPG,2015,0
101013483181348,Action,2012,18652
101013483181348,Action-Adventure-Free to Play-Simulation-Sports,2014,0
101013483181348,Action-Free to Play,2013,73
101013483181348,Action-Free to Play,2015,0
101013483181348,Action-Free to Play-Indie-Massively Multiplayer,2016,0
101013483181348,Action-Free to Play-Indie-Strategy,2006,0
1016523030,Action-Adventure-Casual-Free to Play-Indie,2017,0
1016523030,Action-Free to Play-Indie-Massively Multiplayer,2016,10
1016523030,Action-Free to Play-Indie-Massively Multiplayer-RPG-Simulation,2017,0
101676057,Action,2004,228
101676057,Action,2009,2992
101676057,Action,2012,13162
101676057,Action-Adventure-Indie-Massively Multiplayer-RPG-Strategy,2017,0
101676057,Action-Adventure-Indie-RPG,2012,415
101676057,Action-Free to Play,2015,478
101676057,Action-Free to Play-Indie,2014,1228
101676057,Action-Free to Play-Indie-RPG-Strategy,2017,50
101676057,Action-Free to Play-Massively Multiplayer,2012,14
101676057,Action-Indie,2012,1395
101676057,Action-Indie-Racing-Sports,2015,1237
101676057,Action-RPG,2008,15
101676057,Action-RPG,2012,2098
101676057,Action-Simulation,2011,56
101676057,Action-Simulation,2012,20
101676057,Action-Simulation,2013,0
101676057,Free to Play-Massively Multiplayer-RPG,2016,309
101676057,RPG,2011,0
101676057,Strategy,2006,3741
102547508,Action-Adventure-Casual-Free to Play-Indie,2017,36
102547508,Action-Free to Play,2017,0
102547508,Action-Free to Play-Indie,2011,3629
102547508,Action-Free to Play-Indie-Massively Multiplayer,2016,490
102547508,Action-Free to Play-Massively Multiplayer,2011,935
102547508,Action-Free to Play-Massively Multiplayer,2012,1127
102547508,Action-Free to Play-Massively Multiplayer-RPG,2015,18
102547508,Action-Massively Multiplayer-Simulation,2011,15282
10948278193,Action,2009,11272
10948278193,Action,2012,3511
10948278193,Action,2014,0
10948278193,Action-Adventure-Casual-Free to Play-Indie,2017,651
10948278193,Action-Adventure-Casual-Free to Play-Massively Multiplayer-RPG,2015,0
10948278193,Action-Adventure-Casual-Indie-RPG,2012,1465
10948278193,Action-Adventure-Free to Play-Massively Multiplayer-RPG,2013,0
10948278193,Action-Casual-Free to Play-Massively Multiplayer-Sports,2015,0
10948278193,Action-Free to Play,2013,0
10948278193,Action-Free to Play-Indie,2014,8
10948278193,Action-Free to Play-Indie,2015,0
10948278193,Action-Free to Play-Indie,2017,44
10948278193,Action-Free to Play-Indie-Massively Multiplayer,2016,0
10948278193,Action-Free to Play-Indie-Massively Multiplayer-RPG-Simulation,2017,0
10948278193,Action-Free to Play-Indie-Strategy,2006,0
10948278193,Action-Free to Play-Massively Multiplayer,2012,0
10948278193,Casual-Free to Play-Indie,2015,0
10948278193,Free to Play-Massively Multiplayer-RPG,2010,0
10948278193,Free to Play-Sports,2015,0
10948278193,Indie,2007,0
10oyard,Action,2007,167
10oyard,Action,2009,192
10oyard,Action,2011,0
10oyard,Action,2012,38434
10oyard,Action-Adventure,2010,0
10oyard,Action-Adventure,2011,0
10oyard,Action-Adventure,2012,0
10oyard,Action-Adventure-Casual-Free to Play-Massively Multiplayer-RPG,2015,11463
10oyard,Action-Adventure-Indie-Massively Multiplayer-RPG-Early Access,2013,45876
10oyard,Action-Adventure-Indie-RPG,2011,9020
10oyard,Action-Casual-Free to Play-Indie-Simulation,2015,0
10oyard,Action-Free to Play,2012,176
10oyard,Action-RPG,2011,0
10oyard,Adventure-Casual-Strategy,2012,230
112asdasfasdasd,Action-Adventure-Casual-Free to Play-Indie,2017,0
112asdasfasdasd,Action-Adventure-Free to Play-Massively Multiplayer-RPG,2015,50
112asdasfasdasd,Action-Casual-Free to Play-Massively Multiplayer-Sports,2015,14
112asdasfasdasd,Action-Free to Play,2012,0
112asdasfasdasd,Action-Free to Play,2013,14
112asdasfasdasd,Action-Free to Play,2014,0
112asdasfasdasd,Action-Free to Play,2015,2
112asdasfasdasd,Action-Free to Play-Indie-Massively Multiplayer-RPG-Simulation,2017,0
112asdasfasdasd,Action-Free to Play-Massively Multiplayer-RPG,2012,0
112asdasfasdasd,Action-Free to Play-RPG-Strategy,2015,0
112asdasfasdasd,Adventure-Free to Play-Indie,2015,9
112asdasfasdasd,Casual-Free to Play,2015,1
112asdasfasdasd,Casual-Free to Play-Indie,2014,0
112asdasfasdasd,Free to Play-Indie-Strategy,2015,0
112asdasfasdasd,Free to Play-Massively Multiplayer-RPG,2013,0
112asdasfasdasd,Free to Play-Strategy,2015,0
12021988,Action-Free to Play,2013,0
12021988,Action-Free to Play-Massively Multiplayer-Simulation,2013,1878
1214551565454556,Action-Free to Play-Indie-Strategy,2006,0
121598558,Action-Casual-Free to Play-Indie-Simulation,2015,30
121598558,Action-Free to Play,2015,0
121598558,Action-Free to Play-Indie,2011,0
121598558,Action-Free to Play-Indie-Massively Multiplayer,2016,18
121598558,Action-Free to Play-Indie-Strategy-Early Access,2012,1
121598558,Action-Free to Play-Massively Multiplayer,2011,166
12341008,Action,2012,53677
1234455565,Action,2009,4601
1234567890qwertyuiop,Action-Indie,2012,115
1234567890qwertyuiop,Action-Simulation-Strategy,2010,3
12345678910123,Action,2004,0
123abc321,Action-Free to Play,2012,22
123sharpshooter123,Action-Free to Play-Massively Multiplayer,2012,322
1242163634531636,Casual-Sports,2013,73
124681,Action,2009,1000
124681,Action-Free to Play-Indie,2014,271
128463821947,Action,2007,578
128463821947,Action,2009,4808
128463821947,Action,2010,11947
128463821947,Action-Free to Play,2011,590
128463821947,Action-Free to Play,2012,0
128463821947,Action-Free to Play-Massively Multiplayer,2012,32
12874175635ELITE,Action,2004,119
12das,Action,2011,314
12das,Action,2012,333
12das,Action-Adventure-Casual-Free to Play-Indie,2017,1713
12das,Action-Adventure-Casual-Free to Play-Indie-Early Access,2015,8
12das,Action-Adventure-Free to Play-Indie,2014,21
12das,Action-Adventure-Indie-RPG,2011,311
12das,Action-Casual-Free to Play-Massively Multiplayer,2014,6
12das,Action-Free to Play,2012,65
12das,Action-Free to Play-Early Access,2014,1
12das,Action-Free to Play-Early Access,2015,0
12das,Action-Free to Play-Indie,2017,169
12das,Adventure-Indie,2009,3
12DeAgostoAs12HRSe26MIN,Action,1998,85
12DeAgostoAs12HRSe26MIN,Action,1999,61
12DeAgostoAs12HRSe26MIN,Action,2004,752
12DeAgostoAs12HRSe26MIN,Action,2005,472
12DeAgostoAs12HRSe26MIN,Action,2006,198
12DeAgostoAs12HRSe26MIN,Action,2007,210
12DeAgostoAs12HRSe26MIN,Action,2009,830
12DeAgostoAs12HRSe26MIN,Action,2011,10878
12DeAgostoAs12HRSe26MIN,Action,2012,2517
12DeAgostoAs12HRSe26MIN,Action,2014,614
12DeAgostoAs12HRSe26MIN,Action-Adventure,2015,514
12DeAgostoAs12HRSe26MIN,Action-Adventure-Casual-Free to Play-Indie,2017,2527
12DeAgostoAs12HRSe26MIN,Action-Adventure-Indie,2007,190
12DeAgostoAs12HRSe26MIN,Action-Adventure-Indie,2009,3
12DeAgostoAs12HRSe26MIN,Action-Adventure-Indie,2010,562
12DeAgostoAs12HRSe26MIN,Action-Adventure-Indie,2013,875
12DeAgostoAs12HRSe26MIN,Action-Adventure-Indie-Simulation-Early Access,2014,648
12DeAgostoAs12HRSe26MIN,Action-Free to Play,2013,1946
12DeAgostoAs12HRSe26MIN,Action-Free to Play,2015,0
12DeAgostoAs12HRSe26MIN,Action-Free to Play,2017,15
12DeAgostoAs12HRSe26MIN,Action-Free to Play-Early Access,2014,1674
12DeAgostoAs12HRSe26MIN,Action-Indie,2012,47
12DeAgostoAs12HRSe26MIN,Adventure,2009,166
12DeAgostoAs12HRSe26MIN,Casual-Indie-Simulation,2014,194
12DeAgostoAs12HRSe26MIN,Free to Play-Indie-Massively Multiplayer,2015,18
12DeAgostoAs12HRSe26MIN,Strategy,2009,336
13371337133713337,Action,2009,537
13371337133713337,Action,2012,2014
13371337133713337,Action,2014,1
13371337133713337,Action-Adventure-Casual-Free to Play-Indie,2017,0
13371337133713337,Action-Free to Play,2013,0
13371337133713337,Action-Free to Play-Indie,2014,0
13371337133713337,Action-Free to Play-Indie-Massively Multiplayer-RPG,2012,0
13371337133713337,Action-Free to Play-Indie-Massively Multiplayer-RPG-Simulation,2017,0
13371337133713337,Casual-Free to Play-Indie-Early Access,2014,0
1345adfg,Action-Casual-Free to Play-Indie-Simulation,2015,138
1345adfg,Action-Free to Play,2013,46869
1345adfg,Action-Free to Play,2015,281
1345adfg,Action-Free to Play-Massively Multiplayer,2014,5101
1398199813,Action-Adventure-Casual-Free to Play-Indie,2017,3105
1398199813,Action-Indie-RPG,2011,202
1398199813,Free to Play-Indie-Massively Multiplayer,2015,7
142412412124142,Action-Adventure-Casual-Free to Play-Indie,2017,3305
142412412124142,Action-Free to Play,2013,0
1454235887,Action-Free to Play-Indie,2011,0
1454235887,Action-Free to Play-Indie,2014,194
1457184935981,Action,2004,357
1457184935981,Action,2007,389
1457184935981,Action,2012,27505
1457184935981,Action-Adventure,2011,526
1457184935981,Action-Adventure-Casual-Free to Play-Indie,2017,1215
1457184935981,Action-Adventure-Free to Play-Massively Multiplayer-RPG,2013,0
1457184935981,Action-Adventure-Indie,2016,451
1457184935981,Action-Adventure-Indie-RPG,2011,9591
1457184935981,Action-Adventure-Indie-Simulation-Strategy,2015,730
1457184935981,Action-Free to Play,2013,0
1457184935981,Action-Free to Play-Indie,2015,0
1457184935981,Action-Free to Play-Indie-Massively Multiplayer,2016,0
1457184935981,Action-Free to Play-Indie-Massively Multiplayer-RPG,2012,17914
1457184935981,Action-Free to Play-Indie-Massively Multiplayer-RPG-Simulation,2017,0
1457184935981,Action-Free to Play-Massively Multiplayer,2012,79
1457184935981,Action-RPG,2009,55
1457184935981,Action-RPG,2012,5625
1457184935981,Adventure-Casual-Indie-Simulation,2015,232
1457184935981,Casual-Indie-Simulation,2014,107
1457184935981,Indie-RPG,2015,1017
147751,Action,2012,6866
147751,Action-Adventure,2015,1
147751,Action-Adventure-Casual-Free to Play-Massively Multiplayer-RPG,2015,0
147751,Action-Free to Play,2015,0
147751,Action-Free to Play-Indie-Massively Multiplayer-RPG-Simulation,2017,67
147751,Action-Indie,2011,0
147751,Action-Indie,2012,0
147751,Free to Play-Racing-Simulation-Sports,2013,0
147751,Racing,2007,0
147751,Racing,2008,0
1513412123111331,Action,1998,0
1513412123111331,Action,1999,0
1513412123111331,Action,2000,1017
1513412123111331,Action,2001,0
1513412123111331,Action,2003,0
1513412123111331,Action,2009,29
1513412123111331,Action,2011,0
1513412123111331,Action,2012,3438
1513412123111331,Action-Indie-RPG,2012,0
1513412123111331,Free to Play-Indie-Simulation-Sports-Early Access,2013,1
1513412123111331,Simulation-Strategy,2006,0
1513412123111331,Strategy,2007,0
1513412123111331,Strategy,2011,0
1546328127418,Action,2010,3691
1546328127418,Action,2012,2717
1546328127418,Action,2015,609
1546328127418,Action-Adventure-Casual-Free to Play-Indie,2017,827
1546328127418,Action-Adventure-Free to Play-Simulation-Sports,2014,7312
1546328127418,Action-Adventure-Indie-Massively Multiplayer-Simulation-Early Access,2015,149
1546328127418,Action-Adventure-Massively Multiplayer-Early Access,2016,106
1546328127418,Action-Casual-Free to Play-Massively Multiplayer,2014,210
1546328127418,Action-Free to Play-Indie,2011,2935
1546328127418,Action-Free to Play-Indie,2014,0
1546328127418,Action-Free to Play-Indie-Massively Multiplayer,2016,214
1546328127418,Action-Indie-Massively Multiplayer-Early Access,2013,14406
1546328127418,Action-Indie-Racing-Sports,2015,811
1546328127418,Action-Simulation-Strategy,2010,10291
1546328127418,Action-Simulation-Strategy,2013,279
1546328127418,Casual-Simulation,2013,4657
1546328127418,Simulation,2014,1259
163050995,Action-Adventure-Casual-Free to Play-Indie,2017,189
163050995,Action-Adventure-Free to Play-Massively Multiplayer-RPG,2013,10
163050995,Action-Adventure-Free to Play-Simulation-Sports,2014,0
163050995,Action-Casual-Free to Play-Massively Multiplayer-Sports,2015,0
163050995,Action-Free to Play,2013,0
163050995,Action-Free to Play-Indie,2011,0
163050995,Action-Free to Play-Indie,2014,0
163050995,Action-Free to Play-RPG-Strategy,2015,451
163050995,Free to Play-Indie-Strategy,2015,70
163050995,Free to Play-Massively Multiplayer-RPG,2013,0
1726432,Action-Adventure-Casual-Free to Play-Indie,2017,0
1726432,Action-Adventure-Free to Play-Massively Multiplayer-RPG,2015,0
1726432,Action-Free to Play,2014,0
1726432,Action-Free to Play,2015,0
1726432,Action-Free to Play-Indie,2014,0
1726432,Action-Free to Play-Indie-Sports-Strategy-Early Access,2014,0
1726432,Action-Free to Play-Massively Multiplayer-RPG-Early Access,2015,0
1726432,Action-Free to Play-Strategy,2017,0
17291799,Action,2004,1805
17291799,Action,2009,246
17291799,Action,2010,1198
17291799,Action-Adventure,2013,125
17291799,Action-Free to Play,2011,3
17291799,Action-Free to Play-Indie-Massively Multiplayer,2016,11
17291799,Action-Free to Play-Indie-Massively Multiplayer-RPG-Simulation,2017,23
17291799,Indie-Simulation,2013,5631
17291799,Strategy,2010,297
17291799,Strategy,2012,1
1800FkMyVajj,Action-Adventure-Indie,2013,0
1800FkMyVajj,Action-Free to Play,2012,0
1800FkMyVajj,Action-Free to Play-Massively Multiplayer,2012,0
1800FkMyVajj,Action-Indie-Strategy,2012,626
1800FkMyVajj,Casual-Free to Play-Massively Multiplayer-RPG,2012,139
18023009,Action,2012,1596
1829369648,Action-Adventure-Casual-Free to Play-Massively Multiplayer-RPG,2015,0
1859082899,Action,2012,11375
1859082899,Action-Adventure-Casual-Free to Play-Indie,2017,0
1859082899,Action-Free to Play-Indie,2014,0
1859082899,Action-Free to Play-Indie,2017,2069
1859082899,Action-Free to Play-Indie-Massively Multiplayer-RPG-Simulation,2017,0
1859082899,Action-Free to Play-Strategy,2016,61
1859082899,Action-Indie-RPG,2013,315
1859082899,Action-RPG,2009,27
1859082899,Action-RPG,2012,574
1859082899,Casual-Free to Play-Massively Multiplayer-RPG,2012,318
1859082899,Free to Play-Indie-Massively Multiplayer,2015,0
1859082899,Free to Play-Massively Multiplayer-RPG,2013,0
1859082899,Indie-Strategy,2012,263
190120001826,Action-Adventure-Casual-Free to Play-Indie,2017,297
190120001826,Action-Free to Play,2012,135
1BUCK80,Action,2009,232
1BUCK80,Action,2012,32405
1BUCK80,Action-Adventure,2012,117
1BUCK80,Action-Adventure-Casual-Free to Play-Indie,2017,0
1BUCK80,Action-Adventure-Casual-Indie-RPG,2012,72
1BUCK80,Action-Adventure-Casual-Indie-RPG,2016,2163
1BUCK80,Action-Adventure-Free to Play-Simulation-Sports,2014,0
1BUCK80,Action-Adventure-Indie-Massively Multiplayer-RPG-Early Access,2013,2608
1BUCK80,Action-Adventure-Indie-RPG,2011,1655
1BUCK80,Action-Adventure-RPG,2013,222
1BUCK80,Action-Free to Play,2013,93
1BUCK80,Action-Free to Play-Indie,2014,158
1BUCK80,Action-Free to Play-Indie-Massively Multiplayer,2016,0
1BUCK80,Action-Free to Play-Indie-Massively Multiplayer-RPG,2012,0
1BUCK80,Action-Free to Play-Indie-Massively Multiplayer-RPG-Simulation,2017,0
1BUCK80,Action-Indie,2012,884
1BUCK80,Action-Indie-Massively Multiplayer-Early Access,2013,493
1BUCK80,Action-Simulation-Strategy,2010,2223
1BUCK80,Action-Simulation-Strategy,2013,1
1BUCK80,Free to Play-Simulation-Strategy,2014,0
1qaz2wwx010,Action,2012,175
1qaz2wwx010,Action-Adventure,2011,1282
1qaz2wwx010,Action-Adventure-Casual-Free to Play-Massively Multiplayer-RPG,2015,350
1qaz2wwx010,Action-Adventure-Free to Play,2015,70
1qaz2wwx010,Action-Adventure-Free to Play-Indie-Massively Multiplayer-RPG,2015,0
1qaz2wwx010,Action-Adventure-Free to Play-RPG-Simulation,2015,23
1qaz2wwx010,Action-Free to Play,2012,205
1qaz2wwx010,Action-Free to Play,2015,120
1qaz2wwx010,Action-Free to Play-Indie,2014,186
1qaz2wwx010,Action-Free to Play-Indie,2017,8
1qaz2wwx010,Action-Free to Play-Indie-Massively Multiplayer-RPG,2012,1384
1qaz2wwx010,Action-Free to Play-Indie-Massively Multiplayer-RPG-Simulation,2017,4747
1qaz2wwx010,Action-Free to Play-Massively Multiplayer,2012,7241
1qaz2wwx010,Action-Free to Play-Massively Multiplayer-RPG,2012,15
1qaz2wwx010,Adventure-Casual-Free to Play-Indie-RPG-Simulation-Strategy,2015,17
1qaz2wwx010,Adventure-Indie-RPG-Simulation,2015,546
1qaz2wwx010,Free to Play-Indie-Massively Multiplayer,2015,6
1qaz2wwx010,Free to Play-Indie-Massively Multiplayer-Strategy,2017,1053
1qaz2wwx010,Free to Play-Massively Multiplayer-RPG,2016,3219
21072013,Action,2009,6754
21072013,Action-Adventure-Casual-Free to Play-Indie,2017,9948
21072013,Action-Adventure-Casual-Free to Play-Massively Multiplayer-RPG,2015,25
21072013,Action-Adventure-Indie-Massively Multiplayer-RPG-Early Access,2013,6548
