id,developer,year,price
333220,773,2014,"3,99"
214610,773,2012,"7,99"
459540,773,2016,"12,99"
244050,777 Studios,2013,"0,00"
244060,777 Studios,2013,"14,99"
244061,777 Studios,2013,"14,99"
244062,777 Studios,2013,"14,99"
244063,777 Studios,2013,"14,99"
244064,777 Studios,2013,"14,99"
315560,777 Studios,2014,"14,99"
244065,777 Studios,2013,"19,99"
244066,777 Studios,2013,"19,99"
360020,777 Studios,2015,"24,99"
486820,7Config.BadDoge,2016,"0,99"
685470,7DOTS,2017,"2,99"
473740,7DOTS,2017,"5,99"
551500,7K Games,2016,"3,99"
498680,7TPGames,2016,"4,99"
242610,800 North,2017,"9,99"
70000,800 North and Digital Ranch,2011,"9,99"
252070,8888888 LABS,2013,"14,99"
312400,88mm,2014,"4,99"
306620,88mm,2014,"9,99"
402220,89AM Studio,2017,"4,99"
462110,89AM Studio,2016,"4,99"
274620,8-Bit Studio,2017,"0,00"
384090,8D Studio,2015,"1,00"
396850,8Floor,2015,"5,99"
361850,8Floor,2015,"6,99"
37700,8monkey Labs,2009,"19,99"
260270,8th Floor Games,2013,"9,99"
599840,9 Eyes Game Studio,2017,"2,99"
533280,971 Games,2016,"0,99"
291270,9heads Game Studios,2012,"1,99"
251170,9heads Game Studios,2014,"9,99"
468780,A &amp; B Game Studios. LLC,2016,"9,99"
683210,A and F studios,2017,"9,99"
389970,A Crowd of Monsters,2015,"2,99"
378660,A Crowd of Monsters,2015,"4,99"
384380,A Crowd of Monsters,2015,"4,99"
383750,A Crowd of Monsters,2015,"6,99"
263960,A Jolly Corpse,2014,"14,99"
655660,A Maniacal Game LP,2017,"3,99"
371690,a REGULAR GAMER,2015,"4,99"
352220,A Sharp. LLC,2015,"11,99"
356250,A Stranger Gravity,2015,"4,99"
393640,A Stranger Gravity,2015,"4,99"
577280,A Sweet Studio,2017,"9,99"
459851,A. Fruit.Alexey Bokulev.Sergei Klimov.Charlie Oscar Lima Tango Interactive Entertainment,2016,"4,99"
563430,A. Hagen,2016,"0,00"
403660,A.J Starkey Enterprises,2015,"3,99"
718980,A.Lepunov,2017,"0,99"
568570,A.Y.std,2016,"7,99"
379553,A2A Simulations,2015,"9,99"
379233,A2A Simulations,2015,"14,99"
379546,A2A Simulations,2015,"19,99"
379549,A2A Simulations,2015,"24,99"
360080,A2A Simulations,2015,"39,99"
688150,AA Games,2017,"0,99"
430230,AAAGAMES s.r.o.,2016,"4,99"
293480,AAD Productions,2014,"14,99"
259810,Aardman Animations,2014,"9,99"
354770,Aaron Arcand,2015,"6,99"
406730,Aaron Oldenburg,2015,"6,99"
253670,Aartform,2013,"99,99"
293960,Aartform Games,2014,"19,99"
538990,Aatlantis Code,2016,"14,99"
699370,AB SOFT,2017,"3,99"
609970,Abbey Games,2017,"7,49"
222730,Abbey Games,2013,"9,99"
296970,Abbey Games,2015,"19,99"
551570,Abdulla Hassan Al-Farsi,2016,"1,99"
763220,abdullah aldosari,2017,"4,99"
585180,Abigail Corfman,2017,"3,99"
351230,Abnormal Software,2015,"9,99"
441790,Above and Beyond Technologies,2017,"9,99"
412730,Abraham Carreola,2015,"4,99"
397060,Abrakam SA,2017,"0,00"
574570,Abrakam SA,2017,"34,99"
402460,Abrupt Games,2015,"2,99"
682370,Absent Moon Studios,2017,"1,99"
374280,Absolut Soft LLC,2016,"9,99"
486460,Absolutist Ltd,2017,"0,00"
464800,Absolutist Ltd.,2016,"0,00"
486170,Absolutist Ltd.,2016,"5,99"
359260,Absolutist Ltd.,2015,"6,99"
37310,Absolutist Ltd.,2009,"6,99"
491020,Absolutist Ltd.,2016,"6,99"
359250,Absolutist Ltd.,2015,"7,99"
682950,Absorb Reality,2017,"0,99"
360450,Absorb Reality,2015,"4,99"
606300,Absorb Reality,2017,"4,99"
628700,Absorbed Studios,2017,"0,00"
692710,Absortalent Games,2017,"0,99"
543430,AbsQual Studio,2016,"0,99"
684470,abstract garden,2017,"6,99"
459910,Abstract Tree Studio,2016,"3,99"
281220,Abstraction Games,2014,"9,99"
242530,Abstraction Games.The Bitmap Brothers,2013,"9,99"
281200,Abstraction Games.WayForward,2016,"9,99"
533180,Abstractive Works,2016,"2,99"
374680,Abyss Studios,2015,"9,99"
675360,Accela.Inc.,2017,"15,99"
300400,Acceleroto. Inc.,2015,"2,99"
380910,Access Games,2015,"0,99"
384221,Access Games,2015,"0,99"
384222,Access Games,2015,"0,99"
384223,Access Games,2015,"0,99"
384220,Access Games,2015,"1,99"
384224,Access Games,2015,"1,99"
373560,Access Games,2015,"2,99"
384225,Access Games,2015,"2,99"
384226,Access Games,2015,"2,99"
384227,Access Games,2015,"2,99"
372510,Access Games,2015,"3,99"
372511,Access Games,2015,"4,99"
372512,Access Games,2015,"4,99"
358090,Access Games,2015,"14,99"
302330,Access Software,1989,"5,99"
302340,Access Software,1991,"5,99"
302350,Access Software,1994,"9,99"
302360,Access Software,1996,"9,99"
302370,Access Software,1998,"9,99"
523210,Accidental Queens,2017,"2,99"
580700,Accidental Queens,2017,"2,99"
689910,Accidental Queens,2017,"2,99"
717630,Accidental Queens,2017,"2,99"
582260,Acclaim Cheltenham,1998,"7,99"
251770,Acclaim Studios Teeside,1999,"4,99"
426630,Accolade,1993,"4,99"
329640,Accolade. Inc,1996,"6,99"
328440,Accolade. Inc.,1996,"6,99"
328460,Accolade. Inc.,1999,"6,99"
328470,Accolade. Inc.,1999,"6,99"
592990,ACE Ed-Venture Studio.Artoncode™,2017,"19,99"
414360,ACE MADDOX,2015,"4,99"
365810,ACE MADDOX,2017,"15,99"
645970,ACE Team,2017,"1,99"
311590,ACE Team,2014,"4,99"
22200,ACE Team,2009,"9,99"
22230,ACE Team,2011,"9,99"
215690,ACE Team,2013,"14,99"
255070,ACE Team,2014,"14,99"
353700,ACE Team,2016,"14,99"
434460,ACE Team,2017,"14,99"
513140,Acerio Games,2016,"1,99"
362310,Achebit,2015,"9,99"
767410,Achisoft,2017,"0,99"
563180,Achpile,2016,"0,99"
739180,Achpile,2017,"0,99"
507030,Acid Cat,2016,"7,99"
297130,Acid Nerve,2015,"14,99"
454260,Ackmi,2016,"2,99"
734870,Acme Nerd Games. LLC,2017,"7,99"
517060,AcneVulgaris,2016,"0,99"
215301,Acquire,2012,"0,99"
215303,Acquire,2012,"0,99"
215309,Acquire,2012,"0,99"
215310,Acquire,2012,"0,99"
215311,Acquire,2012,"0,99"
215314,Acquire,2012,"0,99"
215317,Acquire,2012,"0,99"
450250,Acquire,2016,"19,99"
333812,ACQUIRE Corp.,2015,"0,99"
206230,ACQUIRE Corp.,2012,"1,99"
428310,ACQUIRE Corp.,2016,"1,99"
428311,ACQUIRE Corp.,2016,"1,99"
428312,ACQUIRE Corp.,2016,"1,99"
333813,ACQUIRE Corp.,2015,"3,99"
333814,ACQUIRE Corp.,2015,"3,99"
333815,ACQUIRE Corp.,2015,"3,99"
333816,ACQUIRE Corp.,2015,"3,99"
427510,ACQUIRE Corp.,2016,"19,99"
312780,ACQUIRE Corp.,2015,"24,99"
333980,ACQUIRE Corp.,2015,"29,99"
322630,Acquire.Zerodiv,2016,"19,99"
702411,Acram Digital.Mobo Studio,2017,"0,00"
759230,Acram Digital.Mobo Studio,2017,"0,00"
702410,Acram Digital.Mobo Studio,2017,"2,99"
702413,Acram Digital.Mobo Studio,2017,"2,99"
702414,Acram Digital.Mobo Studio,2017,"2,99"
702415,Acram Digital.Mobo Studio,2017,"2,99"
596820,Acram Digital.Mobo Studio,2017,"4,99"
596821,Acram Digital.Mobo Studio,2017,"4,99"
596822,Acram Digital.Mobo Studio,2017,"4,99"
596823,Acram Digital.Mobo Studio,2017,"4,99"
656590,Acram Digital.Mobo Studio,2017,"6,99"
595930,Acram Digital.Mobo Studio,2017,"9,99"
632070,Act 3 Games. LLC,2017,"9,99"
259910,Actalogic,2013,"1,99"
236790,Actalogic,2013,"9,99"
259890,Actalogic,2012,"9,99"
291930,Actalogic,2014,"19,99"
650750,Actalogic,2017,"19,99"
277390,Action Button Entertainment. LLC,2016,"9,99"
569220,Activision,1996,"5,99"
570680,Activision,1997,"5,99"
572050,Activision,2000,"5,99"
585240,Activision,1993,"5,99"
721030,Actoz Soft,2017,"0,00"
715310,Acute Games,2017,"0,00"
585860,Acuze Interactives,2017,"1,99"
455710,Acuze Interactives,2017,"2,99"
562240,Acuze Interactives,2017,"3,99"
646100,Acuze Interactives.Winterbyte,2017,"9,99"
670090,Ad Aspera,2017,"6,99"
685130,Adage Games,2017,"4,99"
391740,Adam DeLease,2015,"1,99"
618360,Adam DeLease,2017,"2,99"
473450,Adam DeLease,2016,"4,99"
235780,Adam Foster,2013,"0,00"
566200,Adam Hebert,2017,"3,99"
691750,Adam John Adkins,2017,"5,99"
395550,Adam McLellan.Ricardo Chirino,2016,"5,99"
365120,Adam Mowery,2015,"4,99"
303940,Adam Saltsman.Robin Arnott,2012,"4,99"
303590,Adam Spragg,2014,"5,99"
385690,Adam Tarnowski,2015,"0,99"
657530,Adam Tarnowski,2017,"2,99"
447000,Adam Wells,2016,"3,99"
732040,aDeCon Production,2017,"4,99"
566940,Adept Studios GD.Alawar Entertainment,2016,"6,99"
428210,Adham Jaber,2016,"4,99"
406370,Adhoc Games,2015,"1,99"
403230,Adhoc Games,2015,"5,99"
682640,Aditya Yadav,2017,"4,99"
435400,Adriaan de Jongh.Sylvain Tegroeg,2017,"7,99"
482300,AdroVGames,2016,"1,99"
296030,Aduge Studio,2016,"14,99"
416070,Advent RPG,2016,"4,99"
331210,Adventure Mob.Corbomite Games,2016,"9,99"
378630,Adventure Productions.10th Art Studio,2015,"6,99"
288120,Adventurepro Games LLC,2014,"14,99"
738050,AECRNIA,2017,"7,99"
738020,AECRNIA,2017,"9,99"
329200,Aegon Games,2015,"6,99"
681520,Aegon Games Ltd,2017,"5,99"
463430,Aegon Games Ltd,2016,"6,99"
513990,AEL Entertainment,2016,"2,99"
431510,Aeon Dream Studios,2016,"0,00"
464640,Aeonic Entertainment,2016,"1,99"
431630,Aeonic Entertainment,2016,"5,99"
708340,Aerilon Studios,2017,"7,99"
525070,Aéronie,2017,"1,99"
379543,Aeroplane Heaven,2016,"19,99"
379568,Aeroplane Heaven,2015,"19,99"
536573,Aerosoft GmbH,2016,"14,99"
536574,Aerosoft GmbH,2016,"14,99"
536575,Aerosoft GmbH,2016,"14,99"
325133,Aerosoft GmbH,2016,"15,99"
325134,Aerosoft GmbH,2016,"15,99"
343956,Aerosoft GmbH,2015,"18,99"
536540,Aerosoft GmbH,2016,"18,99"
222585,Aerosoft GmbH,2013,"19,99"
379547,Aerosoft GmbH,2015,"19,99"
379550,Aerosoft GmbH,2015,"19,99"
562372,Aerosoft GmbH,2017,"19,99"
614008,Aerosoft GmbH,2017,"19,99"
65246,Aerosoft GmbH,2012,"19,99"
343953,Aerosoft GmbH,2015,"24,99"
379552,Aerosoft GmbH,2015,"24,99"
379563,Aerosoft GmbH,2015,"24,99"
433741,Aerosoft GmbH,2016,"24,99"
325981,Aerosoft GmbH,2015,"29,99"
376943,Aerosoft GmbH,2016,"39,99"
556212,Aerosoft GmbH,2017,"44,99"
556213,Aerosoft GmbH,2017,"44,99"
614003,Aerosoft GmbH.Stairport Sceneries,2017,"15,99"
605780,Aerosoft.Caipirinha Games,2017,"17,99"
336030,Aesir Interactive,2016,"9,99"
649810,Aesir Interactive,2017,"19,99"
734120,Aetheric Games,2017,"2,99"
675340,A-Flight.Caipirinha Games,2017,"29,99"
449240,Afrobeast Games,2016,"4,99"
672880,AfroDieter,2017,"2,99"
740110,AFStudio,2017,"0,99"
713160,After Death Team,2017,"13,99"
541900,Afterlife Games,2016,"1,99"
455480,Afterlife Games,2016,"4,99"
376210,Afterthought LLC,2015,"19,99"
457490,Afterthought Studios,2016,"1,99"
588050,Afterthought Studios,2017,"2,99"
726520,Afterthought Studios,2017,"2,99"
563520,Afterthought Studios,2017,"6,99"
581831,Afterthought Studios,2017,"8,99"
662260,Afterthought Studios,2017,"15,99"
499420,AG media,2016,"0,99"
619890,Agar3s,2017,"2,99"
368990,AGC,2015,"0,99"
717670,Agency Principle.Purple Pwny Studios,2017,"1,99"
329550,Ageod,2014,"3,99"
329551,Ageod,2014,"3,99"
73192,Ageod,2011,"3,99"
73193,Ageod,2011,"3,99"
73194,Ageod,2011,"3,99"
73195,Ageod,2012,"3,99"
292760,Ageod,2013,"19,99"
311330,Ageod,2014,"19,99"
313800,Ageod,2013,"19,99"
348750,Ageod,2015,"19,99"
397380,Ageod,2015,"19,99"
397381,Ageod,2015,"19,99"
73190,Ageod,2011,"19,99"
313660,Ageod,2012,"24,99"
306630,Ageod,2013,"39,99"
312360,Ageod,2014,"39,99"
459470,Ageod,2015,"39,99"
477750,Ageod.HQ,2015,"29,99"
654010,Aggressive Combustion,2017,"7,99"
563750,Aggroblakh,2016,"4,99"
695560,Aggroblakh,2017,"9,99"
259510,Agharta Studio,2013,"9,99"
673220,Aghayeva and Ko s.r.o.,2017,"1,99"
348650,AGO Games,2015,"9,99"
398120,AGP::Studios,2016,"9,99"
569380,Agrostemma,2016,"9,99"
384030,AHA Entertainment,2016,"0,00"
469740,AHEARTFULOFGAMES,2016,"9,99"
326840,AHEARTFULOFGAMES,2016,"14,99"
326360,AIGRIND,2017,"0,00"
744340,AIGRIND,2017,"0,00"
738560,AIHASTO,2017,"1,99"
647740,Airborne Games,2017,"14,99"
451020,Airship Syndicate,2017,"4,68"
712630,Airship Syndicate,2017,"6,99"
204900,Airtight Games,2012,"2,99"
204901,Airtight Games,2012,"2,99"
204902,Airtight Games,2012,"4,99"
200010,Airtight Games,2012,"8,99"
45710,Airtight Games,2010,"9,99"
233290,Airtight Games,2014,"29,99"
589640,AirWave Games,2017,"1,99"
482120,Airwolt,2016,"5,99"
504970,Aist,2016,"3,99"
443570,Aist,2016,"6,99"
508710,Aivaras Ivoškus,2016,"5,99"
465020,Aivaras Klimas,2016,"9,99"
403850,AIVIK LLC,2016,"3,99"
457810,AIVIK LLC,2016,"3,99"
448560,AK Games,2016,"2,99"
473710,Akakiy Petrushkin,2016,"0,99"
403570,Akakiy Petrushkin,2015,"3,99"
10270,Akella,2014,"9,99"
200670,Akella..dat,2011,"14,99"
33670,Akella..dat,2010,"14,99"
386340,AKGames,2015,"14,99"
543050,Akimbo Creations,2017,"9,99"
750640,Akonta band,2017,"0,99"
711480,Akumu Games,2017,"1,99"
511120,Akumu Games,2016,"4,99"
655260,akydzaaa,2017,"0,99"
689030,AL Games,2017,"6,99"
355640,Alabeo,2015,"19,99"
355641,Alabeo,2015,"19,99"
364321,Alabeo,2015,"19,99"
364329,Alabeo,2015,"19,99"
379231,Alabeo,2015,"19,99"
379570,Alabeo,2016,"19,99"
494523,Alabeo,2016,"19,99"
609822,Alabeo,2017,"19,99"
491499,Alabeo,2016,"24,99"
725020,Alain Perrin,2017,"4,99"
685040,Alakhaine Specialist Consulting Limited,2017,"1,99"
652390,Alakhaine Specialist Consulting Limited,2017,"4,99"
261820,Alan Edwardes,2014,"0,00"
582890,Alan Edwardes,2017,"0,00"
316610,Alan Hazelden.Benjamin Davis,2015,"9,99"
290260,Alan Hazelden.Harry Lee,2014,"9,99"
375860,Alan Zucconi,2015,"4,99"
278440,Alan Zucconi,2015,"9,99"
